Device,IP_Address,Site,Device_Type,SSH_Port_22,Status
521-tr-sp-1,10.4.135.235,521,silverpeak,OPEN,Reachable
521-tr-sp-2,10.4.135.236,521,silverpeak,OPEN,Reachable
522-starbucks-1,10.3.8.7,522,hp_procurve,OPEN,Reachable
522-tr-core-1,10.3.8.2,522,hp_procurve,OPEN,Reachable
522-tr-fw-1,10.3.15.238,522,paloalto_panos,OPEN,Reachable
522-tr-fw-2,10.3.15.237,522,paloalto_panos,OPEN,Reachable
522-tr-sp-1,10.3.15.235,522,silverpeak,OPEN,Reachable
522-tr-sp-2,10.3.15.236,522,silverpeak,OPEN,Reachable
523-tr-asw-1s,10.30.2.3,523,cisco_ios,OPEN,Reachable
523-tr-core-1,10.30.2.2,523,cisco_ios,OPEN,Reachable
523-tr-fw-1,10.30.2.12,523,paloalto_panos,OPEN,Reachable
523-tr-fw-2,10.30.2.13,523,paloalto_panos,OPEN,Reachable
523-tr-sp-1,10.3.23.235,523,silverpeak,OPEN,Reachable
523-tr-sp-2,10.3.23.236,523,silverpeak,OPEN,Reachable
524-idf-asw-1,10.44.2.6,524,cisco_ios,OPEN,Reachable
524-tr-asw-1,10.44.2.4,524,cisco_ios,OPEN,Reachable
524-tr-asw-2,10.44.2.3,524,cisco_ios,OPEN,Reachable
524-tr-core-1,10.44.2.2,524,cisco_ios,OPEN,Reachable
524-tr-fw-1,10.44.2.12,524,paloalto_panos,OPEN,Reachable
524-tr-fw-2,10.44.2.13,524,paloalto_panos,OPEN,Reachable
524-tr-sp-1,10.3.31.235,524,silverpeak,OPEN,Reachable
524-tr-sp-2,10.3.31.236,524,silverpeak,OPEN,Reachable
525-idf1-asw-1,10.3.32.2,525,hp_procurve,OPEN,Reachable
525-tr-core-1,10.73.2.2,525,hp_procurve,OPEN,Reachable
525-tr-fw-1,10.73.2.12,525,paloalto_panos,OPEN,Reachable
525-tr-fw-2,10.73.2.13,525,paloalto_panos,OPEN,Reachable
525-tr-sp-1,10.3.39.235,525,silverpeak,OPEN,Reachable
525-tr-sp-2,10.3.39.236,525,silverpeak,OPEN,Reachable
526-tr-asw-1s,10.87.2.4,526,hp_procurve,OPEN,Reachable
526-tr-core-1,10.87.2.2,526,hp_procurve,OPEN,Reachable
526-tr-fw-1,10.87.2.12,526,paloalto_panos,OPEN,Reachable
526-tr-fw-2,10.87.2.13,526,paloalto_panos,OPEN,Reachable
526-tr-sp-1,10.3.47.235,526,silverpeak,OPEN,Reachable
526-tr-sp-2,10.3.47.236,526,silverpeak,OPEN,Reachable
528-tr-asw-1s,10.94.2.3,528,cisco_ios,OPEN,Reachable
528-tr-core-1,10.94.2.2,528,cisco_ios,OPEN,Reachable
528-tr-fw-1,10.94.2.12,528,paloalto_panos,OPEN,Reachable
528-tr-fw-2,10.94.2.13,528,paloalto_panos,OPEN,Reachable
528-tr-sp-1,10.3.52.130,528,silverpeak,OPEN,Reachable
528-tr-sp-2,10.3.52.131,528,silverpeak,OPEN,Reachable
530-cr-asw-6,10.4.216.8,530,instant_on,OPEN,Reachable
530-idf-asw-1,10.4.216.3,530,hp_procurve,OPEN,Reachable
530-idf-asw-2,10.4.216.4,530,hp_procurve,OPEN,Reachable
530-idf-asw-3,10.4.216.5,530,hp_procurve,OPEN,Reachable
530-tr-asw-1,10.4.216.6,530,hp_procurve,OPEN,Reachable
530-tr-asw-2,10.4.216.7,530,hp_procurve,OPEN,Reachable
530-tr-core-1,10.4.216.2,530,hp_procurve,OPEN,Reachable
530-tr-fw-1,10.4.223.69,530,paloalto_panos,OPEN,Reachable
530-tr-fw-2,10.4.223.70,530,paloalto_panos,OPEN,Reachable
530-tr-sp-1,10.4.223.67,530,silverpeak,OPEN,Reachable
530-tr-sp-2,10.4.223.68,530,silverpeak,OPEN,Reachable
601-tr-asw-1,10.169.2.4,601,hp_procurve,OPEN,Reachable
601-tr-core-1,10.169.2.1,601,hp_procurve,OPEN,Reachable
601-tr-fw-1,10.169.2.12,601,paloalto_panos,OPEN,Reachable
601-tr-fw-2,10.169.2.13,601,paloalto_panos,OPEN,Reachable
601-tr-sp-1,10.3.87.235,601,silverpeak,OPEN,Reachable
601-tr-sp-2,10.3.87.236,601,silverpeak,OPEN,Reachable
602-tr-core-1,10.165.2.1,602,cisco_ios,OPEN,Reachable
602-tr-fw-1,10.165.2.12,602,paloalto_panos,OPEN,Reachable
602-tr-fw-2,10.165.2.13,602,paloalto_panos,OPEN,Reachable
602-tr-sp-1,10.3.95.235,602,silverpeak,OPEN,Reachable
602-tr-sp-2,10.3.95.236,602,silverpeak,OPEN,Reachable
603-tr-core-1,10.67.2.2,603,cisco_ios,OPEN,Reachable
603-tr-fw-1,10.67.2.12,603,paloalto_panos,OPEN,Reachable
603-tr-fw-2,10.67.2.13,603,paloalto_panos,OPEN,Reachable
603-tr-sp-1,10.3.103.235,603,silverpeak,OPEN,Reachable
603-tr-sp-2,10.3.103.236,603,silverpeak,OPEN,Reachable
604-tr-core-1,10.215.2.1,604,cisco_ios,OPEN,Reachable
604-tr-fw-1,10.215.2.12,604,paloalto_panos,OPEN,Reachable
604-tr-fw-2,10.215.2.13,604,paloalto_panos,OPEN,Reachable
604-tr-sp-1,10.3.111.235,604,silverpeak,OPEN,Reachable
604-tr-sp-2,10.3.111.236,604,silverpeak,OPEN,Reachable
605-tr-asw-2,10.168.2.2,605,hp_procurve,OPEN,Reachable
605-tr-core-1,10.168.2.1,605,cisco_ios,OPEN,Reachable
605-tr-fw-1,10.168.2.12,605,paloalto_panos,OPEN,Reachable
605-tr-fw-2,10.168.2.13,605,paloalto_panos,OPEN,Reachable
605-tr-sp-1,10.3.119.235,605,silverpeak,OPEN,Reachable
605-tr-sp-2,10.3.119.236,605,silverpeak,OPEN,Reachable
606-tr-core-1,10.3.120.1,606,hp_procurve,OPEN,Reachable
606-tr-fw-1,10.100.2.12,606,paloalto_panos,OPEN,Reachable
606-tr-fw-2,10.100.2.13,606,paloalto_panos,OPEN,Reachable
606-tr-sp-1,10.3.127.235,606,silverpeak,OPEN,Reachable
606-tr-sp-2,10.3.127.236,606,silverpeak,OPEN,Reachable
607-tr-core-1,10.54.2.1,607,cisco_ios,OPEN,Reachable
607-tr-fw-1,10.54.2.12,607,paloalto_panos,OPEN,Reachable
607-tr-fw-2,10.54.2.13,607,paloalto_panos,OPEN,Reachable
607-tr-sp-1,10.3.135.235,607,silverpeak,OPEN,Reachable
607-tr-sp-2,10.3.135.236,607,silverpeak,OPEN,Reachable
615-starbucks-asw-1,10.3.144.60,615,hp_procurve,OPEN,Reachable
615-tr-core-1,10.255.2.2,615,hp_procurve,OPEN,Reachable
615-tr-fw-1,10.255.2.12,615,paloalto_panos,OPEN,Reachable
615-tr-fw-2,10.255.2.13,615,paloalto_panos,OPEN,Reachable
615-tr-sp-1,10.3.151.235,615,silverpeak,OPEN,Reachable
615-tr-sp-2,10.3.151.236,615,silverpeak,OPEN,Reachable
617-tr-core-1,10.235.2.1,617,cisco_ios,OPEN,Reachable
617-tr-fw-1,10.235.2.12,617,paloalto_panos,OPEN,Reachable
617-tr-fw-2,10.235.2.13,617,paloalto_panos,OPEN,Reachable
617-tr-sp-1,10.3.159.235,617,silverpeak,OPEN,Reachable
617-tr-sp-2,10.3.159.236,617,silverpeak,OPEN,Reachable
620-tr-core-1,10.237.2.2,620,cisco_ios,OPEN,Reachable
620-tr-fw-1,10.237.2.12,620,paloalto_panos,OPEN,Reachable
620-tr-fw-2,10.237.2.13,620,paloalto_panos,OPEN,Reachable
620-tr-sp-1,10.3.167.235,620,silverpeak,OPEN,Reachable
620-tr-sp-2,10.3.167.236,620,silverpeak,OPEN,Reachable
621-tr-core-1,10.185.2.1,621,cisco_ios,OPEN,Reachable
621-tr-fw-1,10.185.2.12,621,paloalto_panos,OPEN,Reachable
621-tr-fw-2,10.185.2.13,621,paloalto_panos,OPEN,Reachable
621-tr-sp-1,10.3.175.235,621,silverpeak,OPEN,Reachable
621-tr-sp-2,10.3.175.236,621,silverpeak,OPEN,Reachable
623-tr-core-1,10.120.2.1,623,hp_procurve,OPEN,Reachable
623-tr-fw-1,10.120.2.12,623,paloalto_panos,OPEN,Reachable
623-tr-fw-2,10.120.2.13,623,paloalto_panos,OPEN,Reachable
623-tr-sp-1,10.3.191.235,623,silverpeak,OPEN,Reachable
623-tr-sp-2,10.3.191.236,623,silverpeak,OPEN,Reachable
628-tr-core-1,10.62.2.1,628,cisco_ios,OPEN,Reachable
628-tr-fw-1,10.62.2.12,628,paloalto_panos,OPEN,Reachable
628-tr-fw-2,10.62.2.13,628,paloalto_panos,OPEN,Reachable
628-tr-sp-1,10.3.207.235,628,silverpeak,OPEN,Reachable
628-tr-sp-2,10.3.207.236,628,silverpeak,OPEN,Reachable
631-tr-core-1,10.45.2.1,631,cisco_ios,OPEN,Reachable
631-tr-fw-1,10.45.2.12,631,paloalto_panos,OPEN,Reachable
631-tr-fw-2,10.45.2.13,631,paloalto_panos,OPEN,Reachable
631-tr-sp-1,10.3.223.235,631,silverpeak,OPEN,Reachable
631-tr-sp-2,10.3.223.236,631,silverpeak,OPEN,Reachable
632-tr-asw-1s,10.122.2.4,632,cisco_ios,OPEN,Reachable
632-tr-core-1,10.122.2.2,632,cisco_ios,OPEN,Reachable
632-tr-fw-1,10.122.2.12,632,paloalto_panos,OPEN,Reachable
632-tr-fw-2,10.122.2.13,632,paloalto_panos,OPEN,Reachable
632-tr-sp-1,10.3.231.235,632,silverpeak,OPEN,Reachable
632-tr-sp-2,10.3.231.236,632,silverpeak,OPEN,Reachable
634-tr-asw-1s,10.130.2.4,634,cisco_ios,OPEN,Reachable
634-tr-core-1,10.130.2.2,634,cisco_ios,OPEN,Reachable
634-tr-fw-1,10.130.2.12,634,paloalto_panos,OPEN,Reachable
634-tr-fw-2,10.130.2.13,634,paloalto_panos,OPEN,Reachable
634-tr-sp-1,10.3.239.235,634,silverpeak,OPEN,Reachable
634-tr-sp-2,10.3.239.236,634,silverpeak,OPEN,Reachable
635-tr-asw-1s,10.60.2.3,635,cisco_ios,OPEN,Reachable
635-tr-core-1,10.60.2.2,635,cisco_ios,OPEN,Reachable
635-tr-fw-1,10.60.2.12,635,paloalto_panos,OPEN,Reachable
635-tr-fw-2,10.60.2.13,635,paloalto_panos,OPEN,Reachable
635-tr-sp-1,10.3.247.235,635,silverpeak,OPEN,Reachable
635-tr-sp-2,10.3.247.236,635,silverpeak,OPEN,Reachable
636-tr-core-1,10.4.208.1,636,cisco_ios,OPEN,Reachable
636-tr-fw-1,10.4.208.12,636,paloalto_panos,OPEN,Reachable
636-tr-fw-2,10.4.208.13,636,paloalto_panos,OPEN,Reachable
636-tr-sp-1,10.4.215.235,636,silverpeak,OPEN,Reachable
636-tr-sp-2,10.4.215.236,636,silverpeak,OPEN,Reachable
store-900-dsw-1,10.15.255.254,900,cisco_ios,OPEN,Reachable
920-tr-asw-1.,10.48.2.4,920,hp_procurve,OPEN,Reachable
920-tr-core-1.,10.48.2.2,920,hp_procurve,OPEN,Reachable
935-cab-fw-1,172.24.32.10,935,paloalto_panos,OPEN,Reachable
935-cab-fw-2,172.24.32.11,935,paloalto_panos,OPEN,Reachable
935-cs-asw-1,172.24.32.6,935,cisco_ios,OPEN,Reachable
935-idf-asw-1,172.24.32.3,935,cisco_ios,OPEN,Reachable
935-idf-asw-2,172.24.32.5,935,cisco_ios,OPEN,Reachable
935-idf-asw-3,172.24.32.4,935,cisco_ios,OPEN,Reachable
935-lab-fw-1,10.15.247.226,935,paloalto_panos,OPEN,Reachable
935-lab-fw-2,10.15.247.227,935,paloalto_panos,OPEN,Reachable
935-tr-core-1,172.24.37.10,935,cisco_ios,OPEN,Reachable
935-tr-rtr-1,172.24.37.1,935,cisco_ios,OPEN,Reachable
mo-poslab-sw1,172.24.32.7,935,cisco_ios,OPEN,Reachable
hub-westus-fw-0,172.19.7.100,hub,paloalto_panos,OPEN,Reachable
hub-westus-fw-1,172.19.7.101,hub,paloalto_panos,OPEN,Reachable
mo-dc-asw-1,172.27.128.12,mo,cisco_nxos,OPEN,Reachable
mo-dc-asw-2,172.27.128.8,mo,cisco_nxos,OPEN,Reachable
mo-dc-asw-3,172.27.128.7,mo,cisco_nxos,OPEN,Reachable
mo-dc-asw-4,172.27.128.5,mo,cisco_nxos,OPEN,Reachable
mo-dc-asw-5,172.27.128.6,mo,cisco_nxos,OPEN,Reachable
mo-dc-asw-6,172.27.128.9,mo,cisco_ios,OPEN,Reachable
mo-dc-asw-7,172.27.128.10,mo,cisco_nxos,OPEN,Reachable
mo-dc-asw-8,172.27.4.10,mo,cisco_ios,OPEN,Reachable
mo-dc-dsw-1,172.27.24.3,mo,cisco_nxos,OPEN,Reachable
mo-dc-dsw-2,172.27.24.4,mo,cisco_nxos,OPEN,Reachable
mo-dc-dsw-3,10.123.7.254,mo,cisco_ios,OPEN,Reachable
mo-dc-er-1,172.28.1.18,mo,juniper_junos,OPEN,Reachable
mo-dc-er-2,172.28.1.19,mo,juniper_junos,OPEN,Reachable
mo-dc-mgt-1,172.27.24.5,mo,cisco_ios,OPEN,Reachable
mo-dc-ms6-2-1.,172.28.1.4,mo,cisco_ios,OPEN,Reachable
mo-dc-r1r2-as01,172.27.246.47,mo,hp_procurve,OPEN,Reachable
mo-dc-r1r2-as02,172.27.246.59,mo,hp_procurve,OPEN,Reachable
mo-dc-r1r3-as01,172.27.246.45,mo,hp_procurve,OPEN,Reachable
mo-dc-r1r3-as02,172.27.246.46,mo,hp_procurve,OPEN,Reachable
mo-dc-r1r4-as01,172.27.246.43,mo,hp_procurve,OPEN,Reachable
mo-dc-r1r4-cs02,172.27.246.44,mo,hp_procurve,OPEN,Reachable
mo-dc-r1r4-ds02,172.27.246.36,mo,hp_procurve,OPEN,Reachable
mo-dc-r1r4-vsx01-01.,172.27.246.41,mo,hp_procurve,OPEN,Reachable
mo-dc-r1r5-as01,172.27.246.39,mo,hp_procurve,OPEN,Reachable
mo-dc-r1r5-cs01,172.27.246.37,mo,hp_procurve,OPEN,Reachable
mo-dc-r1r5-ds01,172.27.246.35,mo,hp_procurve,OPEN,Reachable
mo-dc-r1r5-vsx01-02,172.27.246.49,mo,hp_procurve,OPEN,Reachable
mo-dc-r6r1-es01,172.28.1.20,mo,hp_procurve,OPEN,Reachable
mo-dc-r6r3-colo-01,172.28.1.22,mo,hp_procurve,OPEN,Reachable
mo-dc-r6r5-temp-1,172.27.128.31,mo,hp_procurve,OPEN,Reachable
mo-dc-sp-1,172.27.255.65,mo,silver_peak,OPEN,Reachable
mo-dc-sp-2,172.27.255.61,mo,silver_peak,OPEN,Reachable
mo-dr-asw-1,172.26.2.3,mo,cisco_ios,OPEN,Reachable
mo-dr-asw-2,172.26.1.1,mo,cisco_ios,OPEN,Reachable
mo-dr-asw-3,172.26.1.2,mo,cisco_ios,OPEN,Reachable
mo-idf-asw-01,172.27.4.17,mo,hp_procurve,OPEN,Reachable
mo-idf-asw-02,172.27.4.18,mo,hp_procurve,OPEN,Reachable
mo-idf-asw-03,172.27.4.19,mo,hp_procurve,OPEN,Reachable
mo-idf-asw-1,172.27.4.5,mo,cisco_ios,OPEN,Reachable
mo-idf-asw-3,172.27.4.7,mo,cisco_ios,OPEN,Reachable
mo-idf-wifi-1,172.27.4.16,mo,cisco_ios,OPEN,Reachable
mo-idf-wifi-2,172.27.4.15,mo,cisco_ios,OPEN,Reachable
mo-lab-pa800-a,172.28.1.120,mo,paloalto_panos,OPEN,Reachable
mo-lab-pa800-b,172.28.1.121,mo,paloalto_panos,OPEN,Reachable
mo-pa-5250-0,172.27.130.188,mo,paloalto_panos,OPEN,Reachable
mo-pa-5250-1,172.27.130.189,mo,paloalto_panos,OPEN,Reachable
mo-pa3220-0,172.27.130.161,mo,paloalto_panos,OPEN,Reachable
mo-pa3220-1,172.27.130.162,mo,paloalto_panos,OPEN,Reachable
nat-banana-asw-1,172.24.96.8,nat,cisco_ios,OPEN,Reachable
nat-floral-asw-1,172.24.96.9,nat,cisco_ios,OPEN,Reachable
nat-tr-asw-1,172.24.96.11,nat,cisco_ios,OPEN,Reachable
nat-tr-asw-2,172.24.96.12,nat,cisco_ios,OPEN,Reachable
nat-tr-core-1,172.24.96.1,nat,cisco_ios,OPEN,Reachable
natomas-deli-asw01,172.24.96.7,nat,cisco_ios,OPEN,Reachable
sea-tr-fw-1,10.52.123.10,sea,paloalto_panos,OPEN,Reachable
102-tr-asw-1,10.157.2.4,102,cisco_ios,CLOSED,Unreachable
108-conf-asw-4.raleys.com,10.0.32.8,108,cisco_ios,CLOSED,Unreachable
108-idf-asw-2,10.0.32.5,108,cisco_ios,CLOSED,Unreachable
108-tr-asw-1,10.0.32.4,108,cisco_ios,CLOSED,Unreachable
108-tr-core-2,10.0.32.3,108,cisco_ios,CLOSED,Unreachable
110-tr-asw-1,10.110.2.5,110,cisco_ios,CLOSED,Unreachable
115-tr-asw-1,10.147.2.2,115,cisco_ios,CLOSED,Unreachable
121-idf-asw-1,10.3.0.3,121,cisco_ios,CLOSED,Unreachable
122-tr-asw-3,10.2.16.4,122,cisco_ios,CLOSED,Unreachable
123-tr-asw-3,10.3.136.4,123,cisco_ios,CLOSED,Unreachable
124-tr-asw-3,10.3.176.4,124,cisco_ios,CLOSED,Unreachable
222-tr-asw-1,10.4.200.5,222,cisco_ios,CLOSED,Unreachable
231-tr-asw-2,10.43.2.5,231,cisco_ios,CLOSED,Unreachable
308-tr-asw-1,10.97.2.4,308,cisco_ios,CLOSED,Unreachable
333-idf-asw-1s,10.134.2.4,333,hp_procurve,CLOSED,Unreachable
333-tr-core-1,10.134.2.2,333,hp_procurve,CLOSED,Unreachable
333-tr-fw-1,10.134.2.12,333,paloalto_panos,CLOSED,Unreachable
333-tr-fw-2,10.134.2.13,333,paloalto_panos,CLOSED,Unreachable
333-tr-sp-1,10.1.167.235,333,silverpeak,CLOSED,Unreachable
333-tr-sp-2,10.1.167.236,333,silverpeak,CLOSED,Unreachable
338-idf-asw-1,10.79.2.4,338,cisco_ios,CLOSED,Unreachable
341-tr-asw-2,10.114.2.2,341,cisco_ios,CLOSED,Unreachable
344-tr-asw-1,10.116.2.4,344,cisco_ios,CLOSED,Unreachable
421-idf-asw-1,10.26.2.4,421,cisco_ios,CLOSED,Unreachable
424-idf-asw-2,10.2.72.5,424,cisco_ios,CLOSED,Unreachable
424-tr-core-2,10.2.72.3,424,cisco_ios,CLOSED,Unreachable
424-tr-sp-1,10.2.79.235,424,silverpeak,CLOSED,Unreachable
440-tr-fw-1,10.4.88.12,440,paloalto_panos,CLOSED,Unreachable
499-tr-core-1,10.4.184.1,499,cisco_ios,CLOSED,Unreachable
502-tr-asw-1,10.2.160.3,502,cisco_ios,CLOSED,Unreachable
509-tr-asw-1,10.33.2.3,509,cisco_ios,CLOSED,Unreachable
509-tr-asw-2,10.33.2.4,509,cisco_ios,CLOSED,Unreachable
511-tr-asw-1,10.69.2.2,511,cisco_ios,CLOSED,Unreachable
516-tr-asw-1,10.56.123.2,516,cisco_ios,CLOSED,Unreachable
518-tr-asw-1,10.32.2.4,518,cisco_ios,CLOSED,Unreachable
524-tr-asw-3-confRoom,10.44.2.5,524,cisco_ios,CLOSED,Unreachable
602-tr-asw-1,10.165.2.4,602,cisco_ios,CLOSED,Unreachable
603-tr-asw-1,10.67.2.4,603,cisco_ios,CLOSED,Unreachable
604-tr-asw-1,10.215.2.4,604,cisco_ios,CLOSED,Unreachable
605-tr-asw-1,10.168.2.3,605,cisco_ios,CLOSED,Unreachable
607-tr-asw-1,10.54.2.2,607,cisco_ios,CLOSED,Unreachable
617-tr-asw-1,10.235.2.4,617,cisco_ios,CLOSED,Unreachable
620-tr-asw-1,10.237.2.4,620,cisco_ios,CLOSED,Unreachable
621-tr-asw-1,10.185.2.4,621,cisco_ios,CLOSED,Unreachable
628-tr-asw-1,10.62.2.3,628,cisco_ios,CLOSED,Unreachable
631-tr-asw-1,10.45.2.4,631,cisco_ios,CLOSED,Unreachable
636-tr-asw-1s,10.4.208.2,636,cisco_ios,CLOSED,Unreachable
sea-tr-fw-2,10.52.123.11,sea,paloalto_panos,CLOSED,Unreachable
